Transaction_ID,Cleaned_Item,Cleaned_Quantity,Cleaned_Price_Per_Unit,Cleaned_Total_Spent
TXN_3791639,UNKNOWN,4,3,12
TXN_4355728,UNKNOWN,4,3,12
TXN_4573576,UNKNOWN,2,3,6
TXN_9203920,UNKNOWN,4,3,12
TXN_7399897,UNKNOWN,4,3,12
TXN_7608816,UNKNOWN,3,3,9
TXN_6269119,UNKNOWN,2,3,6
TXN_5410185,UNKNOWN,3,3,9
TXN_2179458,UNKNOWN,1,3,3
TXN_9596100,UNKNOWN,4,3,12
TXN_4147073,UNKNOWN,4,3,12
TXN_6376630,UNKNOWN,2,3,6
TXN_8321092,UNKNOWN,2,3,6
TXN_7416770,UNKNOWN,3,3,9
TXN_7741256,UNKNOWN,5,3,15
TXN_4959129,UNKNOWN,2,3,6
TXN_8110646,UNKNOWN,2,3,6
TXN_9181144,UNKNOWN,3,3,9
TXN_2939667,UNKNOWN,1,3,3
TXN_6862075,UNKNOWN,3,3,9
TXN_5274961,UNKNOWN,1,3,3
TXN_6388107,UNKNOWN,3,3,9
TXN_9349052,UNKNOWN,4,3,12
TXN_9546556,UNKNOWN,5,3,15
TXN_1442771,UNKNOWN,1,3,3
TXN_5354721,UNKNOWN,5,3,15
TXN_8120577,UNKNOWN,3,3,9
TXN_2881529,UNKNOWN,1,3,3
TXN_7975760,UNKNOWN,3,3,9
TXN_4829492,UNKNOWN,2,3,6
TXN_5942938,UNKNOWN,3,3,9
TXN_4753853,UNKNOWN,5,3,15
TXN_2980279,UNKNOWN,1,3,3
TXN_9774251,UNKNOWN,2,3,6
TXN_6999471,UNKNOWN,1,3,3
TXN_6119612,UNKNOWN,3,3,9
TXN_1643447,UNKNOWN,1,3,3
TXN_3474333,UNKNOWN,3,3,9
TXN_5412418,UNKNOWN,3,3,9
TXN_3282601,UNKNOWN,2,3,6
TXN_9287659,UNKNOWN,1,3,3
TXN_5893283,UNKNOWN,3,3,9
TXN_5261036,UNKNOWN,5,3,15
TXN_3577482,UNKNOWN,4,3,12
TXN_7895514,UNKNOWN,4,3,12
TXN_6884558,UNKNOWN,1,3,3
TXN_3785168,UNKNOWN,3,3,9
TXN_3435561,UNKNOWN,2,3,6
TXN_6184247,UNKNOWN,1,3,3
TXN_2887528,UNKNOWN,2,3,6
TXN_7213830,UNKNOWN,5,3,15
TXN_2250398,UNKNOWN,3,3,9
TXN_3739424,UNKNOWN,1,3,3
TXN_4779439,UNKNOWN,4,3,12
TXN_1704642,UNKNOWN,5,3,15
TXN_1873852,UNKNOWN,3,3,9
TXN_9554670,UNKNOWN,4,3,12
TXN_4469550,UNKNOWN,3,3,9
TXN_8510450,UNKNOWN,4,3,12
TXN_9502424,UNKNOWN,4,3,12
TXN_6826342,UNKNOWN,2,3,6
TXN_1983705,UNKNOWN,3,3,9
TXN_4943552,UNKNOWN,5,3,15
TXN_8712307,UNKNOWN,5,3,15
TXN_3936339,UNKNOWN,5,3,15
TXN_6273431,UNKNOWN,2,3,6
TXN_5108867,UNKNOWN,9,3,27
TXN_1444479,UNKNOWN,1,3,3
TXN_1166001,UNKNOWN,15,3,45
TXN_5693294,UNKNOWN,3,3,9
TXN_3053494,UNKNOWN,5,3,15
TXN_9697670,UNKNOWN,3,3,9
TXN_8434651,UNKNOWN,4,3,12
TXN_9810581,UNKNOWN,1,3,3
TXN_4569448,UNKNOWN,1,3,3
TXN_8860270,UNKNOWN,1,4,4
TXN_9582818,UNKNOWN,1,4,4
TXN_1124900,UNKNOWN,4,4,16
TXN_2644561,UNKNOWN,4,4,16
TXN_9647494,UNKNOWN,2,4,8
TXN_3821298,UNKNOWN,5,4,20
TXN_4659954,UNKNOWN,3,4,12
TXN_6397921,UNKNOWN,1,4,4
TXN_2444134,UNKNOWN,2,4,8
TXN_6810969,UNKNOWN,1,4,4
TXN_2332609,UNKNOWN,5,4,20
TXN_4502922,UNKNOWN,1,4,4
TXN_6901162,UNKNOWN,3,4,12
TXN_3689579,UNKNOWN,2,4,8
TXN_6755348,UNKNOWN,5,4,20
TXN_3749051,UNKNOWN,12,4,48
TXN_5506097,UNKNOWN,5,4,20
TXN_6904247,UNKNOWN,3,4,12
TXN_7068823,UNKNOWN,4,4,16
TXN_7465693,UNKNOWN,12,4,48
TXN_2074343,UNKNOWN,3,4,12
TXN_1387062,UNKNOWN,5,4,20
TXN_2457189,UNKNOWN,3,4,12
TXN_3240077,UNKNOWN,4,4,16
TXN_9761314,UNKNOWN,4,4,16
TXN_6748232,UNKNOWN,2,4,8
TXN_4209626,UNKNOWN,5,4,20
TXN_2000331,UNKNOWN,3,4,12
TXN_5972836,UNKNOWN,3,4,12
TXN_5949517,UNKNOWN,5,4,20
TXN_3442435,UNKNOWN,8,4,32
TXN_6890737,UNKNOWN,4,4,16
TXN_9490465,UNKNOWN,3,4,12
TXN_1405124,UNKNOWN,3,4,12
TXN_7263939,UNKNOWN,4,4,16
TXN_3136701,UNKNOWN,2,4,8
TXN_3840523,UNKNOWN,2,4,8
TXN_1499208,UNKNOWN,1,4,4
TXN_5026431,UNKNOWN,5,4,20
TXN_3716685,UNKNOWN,5,4,20
TXN_5926025,UNKNOWN,2,4,8
TXN_1548245,UNKNOWN,4,4,16
TXN_5426236,UNKNOWN,3,4,12
TXN_7302991,UNKNOWN,4,4,16
TXN_8356048,UNKNOWN,5,4,20
TXN_8744240,UNKNOWN,4,4,16
TXN_6264390,UNKNOWN,2,4,8
TXN_9673343,UNKNOWN,2,4,8
TXN_8557847,UNKNOWN,4,4,16
TXN_1998401,UNKNOWN,1,4,4
TXN_8949453,UNKNOWN,5,4,20
TXN_1751183,UNKNOWN,5,4,20
TXN_3509437,UNKNOWN,4,4,16
TXN_3951460,UNKNOWN,4,4,16
TXN_9817602,UNKNOWN,2,4,8
TXN_1239876,UNKNOWN,2,4,8
TXN_6345691,UNKNOWN,5,4,20
TXN_1931832,UNKNOWN,4,4,16
TXN_4328090,UNKNOWN,4,4,16
TXN_9137801,UNKNOWN,5,4,20
TXN_5353855,UNKNOWN,3,4,12
TXN_2402637,UNKNOWN,2,4,8
TXN_6212975,UNKNOWN,1,4,4
TXN_9981953,UNKNOWN,3,4,12
TXN_4840295,UNKNOWN,4,4,16
TXN_2101437,UNKNOWN,2,4,8
TXN_8504764,UNKNOWN,2,4,8
TXN_4432823,UNKNOWN,5,4,20
TXN_8138157,UNKNOWN,2,4,8
TXN_4643515,UNKNOWN,1,4,4
TXN_4932018,UNKNOWN,4,4,16
TXN_6359777,UNKNOWN,5,4,20
TXN_9561832,UNKNOWN,3,4,12
TXN_3008336,UNKNOWN,5,4,20
TXN_9084554,UNKNOWN,4,4,16
TXN_3502743,UNKNOWN,5,4,20
TXN_9036453,UNKNOWN,1,4,4
TXN_9349962,UNKNOWN,4,4,16
TXN_8276635,UNKNOWN,4,4,16
TXN_9421441,UNKNOWN,2,4,8
TXN_8365478,UNKNOWN,3,4,12
TXN_3494565,UNKNOWN,2,4,8
TXN_9517146,Salad,5,5,25
TXN_8623443,Salad,3,5,15
TXN_5651348,Salad,3,5,15
TXN_6254003,Salad,2,5,10
TXN_4798534,Salad,5,5,25
TXN_3001647,Salad,1,5,5
TXN_3195257,Salad,5,5,25
TXN_5050111,Salad,3,5,15
TXN_5571026,Salad,1,5,5
TXN_5203710,Salad,20,5,100
TXN_3843541,Salad,3,5,15
TXN_2797077,Salad,2,5,10
TXN_1589264,Salad,2,5,10
TXN_6017458,Salad,5,5,25
TXN_1672632,Salad,3,5,15
TXN_9945729,Salad,2,5,10
TXN_2468359,Salad,2,5,10
TXN_7704680,Salad,2,5,10
TXN_1510406,Salad,3,5,15
TXN_3157867,Salad,2,5,10
TXN_5970304,Salad,4,5,20
TXN_6344738,Salad,4,5,20
TXN_7082667,Salad,4,5,20
TXN_6660602,Salad,4,5,20
TXN_8588174,Salad,3,5,15
TXN_1789504,Salad,1,5,5
TXN_8014973,Salad,3,5,15
TXN_4582054,Salad,2,5,10
TXN_8899417,Salad,3,5,15
TXN_5349355,Salad,2,5,10
TXN_9292025,Salad,2,5,10
TXN_7029719,Salad,2,5,10
TXN_8633758,Salad,1,5,5
TXN_7172693,Salad,5,5,25
TXN_5369010,Salad,4,5,20
TXN_2588566,Salad,3,5,15
TXN_4600894,Salad,5,5,25
TXN_3101697,Salad,3,5,15
TXN_9397870,Cake,2,3,6
TXN_5744797,Cake,3,3,9
TXN_2464706,Cake,4,3,12
TXN_4383311,Cake,2,3,6
TXN_4523273,Cake,4,3,12
TXN_7821478,Cake,4,3,12
TXN_5811766,Cake,5,3,15
TXN_3660048,Cake,1,3,3
TXN_7764304,Cake,3,3,9
TXN_1245485,Cake,1,3,3
TXN_5504920,Cake,5,3,15
TXN_8992377,Cake,4,3,12
TXN_5812552,Cake,1,3,3
TXN_1005377,Cake,5,3,15
TXN_1670848,Cake,2,3,6
TXN_3889213,Cake,1,3,3
TXN_2601923,Cake,4,3,12
TXN_6499084,Cake,4,3,12
TXN_3110245,Cake,5,3,15
TXN_8708666,Cake,4,3,12
TXN_4071945,Cake,1,3,3
TXN_7010020,Cake,5,3,15
TXN_2893987,Cake,4,3,12
TXN_7703185,Cake,1,3,3
TXN_5763287,Cake,2,3,6
TXN_2825812,Cake,3,3,9
TXN_9115899,Cake,2,3,6
TXN_3463281,Cake,5,3,15
TXN_9082461,Cake,5,3,15
TXN_5442505,Cake,4,3,12
TXN_2052609,Cake,4,3,12
TXN_3475075,Cake,3,3,9
TXN_3577949,Cake,3,3,9
TXN_4036214,Cake,2,3,6
TXN_9433769,Cake,4,3,12
TXN_3628056,Cake,4,3,12
TXN_7391267,Cake,3,3,9
TXN_8245906,Cake,1,3,3
TXN_6259827,Cake,2,3,6
TXN_4946991,Cake,1,3,3
TXN_9196116,Cake,2,3,6
TXN_9956671,Cake,3,3,9
TXN_2605566,Cake,2,3,6
TXN_9086709,Cake,1,3,3
TXN_7063124,Cake,1,3,3
TXN_1109715,Cake,1,3,3
TXN_9289174,Cake,12,3,36
TXN_7806146,Cake,3,3,9
TXN_2484241,Cake,3,3,9
TXN_3578141,Cake,5,3,15
TXN_1435086,Cake,5,3,15
TXN_8587583,Cake,1,3,3
TXN_9350833,Cake,1,3,3
TXN_1325631,Cake,4,3,12
TXN_3730415,Cake,4,3,12
TXN_4980282,Cake,1,3,3
TXN_6857943,Cake,5,3,15
TXN_2980008,Cake,3,3,9
TXN_6368719,Cake,4,3,12
TXN_5081978,Cake,1,3,3
TXN_4991815,Cake,5,3,15
TXN_8199829,Cake,2,3,6
TXN_8278833,Cake,3,3,9
TXN_2947822,Cake,4,3,12
TXN_7098730,Cake,2,3,6
TXN_7550103,Cake,5,3,15
TXN_5427506,Cake,9,3,27
TXN_9762324,Cake,2,3,6
TXN_3381656,Cake,5,3,15
TXN_9956154,Cake,4,3,12
TXN_4473352,Cake,1,3,3
TXN_7140471,Cake,1,3,3
TXN_5307411,Cake,3,3,9
TXN_2031459,Cake,3,3,9
TXN_8703771,Cake,5,3,15
TXN_9271457,Cake,3,3,9
TXN_5726998,Cake,3,3,9
TXN_2598728,Cake,2,3,6
TXN_2301505,Cake,5,3,15
TXN_5895177,Cake,5,3,15
TXN_1916339,Cake,1,3,3
TXN_3668051,Cake,1,3,3
TXN_2726848,Cake,5,3,15
TXN_3666858,Cake,4,3,12
TXN_1824506,Cake,1,3,3
TXN_8049191,Cake,3,3,9
TXN_4980036,Cake,2,3,6
TXN_4444463,Cake,4,3,12
TXN_8377564,Cake,5,3,15
TXN_2230167,Cake,4,3,12
TXN_1721827,Cake,4,3,12
TXN_4291940,Cake,3,3,9
TXN_5415901,Cake,2,3,6
TXN_7191245,Cake,4,3,12
TXN_8982764,Cake,5,3,15
TXN_9076216,Cake,1,3,3
TXN_6749847,Cake,2,3,6
TXN_2996519,Cake,5,3,15
TXN_8007337,Cake,2,3,6
TXN_5365809,Cake,3,3,9
TXN_4062737,Cake,3,3,9
TXN_8005489,Cake,3,3,9
TXN_3424331,Cake,4,3,12
TXN_5072031,Cake,2,3,6
TXN_7623634,Cake,2,3,6
TXN_2080895,Cake,3,3,9
TXN_8230936,Cake,3,3,9
TXN_7742742,Cake,5,3,15
TXN_4977031,Cake,4,3,12
TXN_8876618,Cake,5,3,15
TXN_7640952,Cake,4,3,12
TXN_2368126,Cake,5,3,15
TXN_7028009,Cake,4,3,12
TXN_9790731,Cake,2,3,6
TXN_5179020,Cake,2,3,6
TXN_8718498,Cake,5,3,15
TXN_5266394,Cake,3,3,9
TXN_5107946,Cake,4,3,12
TXN_4726376,Cake,2,3,6
TXN_9238689,Cake,1,3,3
TXN_6428182,Cake,5,3,15
TXN_9323513,Cake,3,3,9
TXN_9097641,Cake,4,3,12
TXN_8536115,Cake,1,3,3
TXN_9265313,Cake,3,3,9
TXN_3383926,Cake,3,3,9
TXN_1655100,Cake,4,3,12
TXN_2977414,Cake,4,3,12
TXN_3574059,Cake,1,3,3
TXN_4690833,Cake,1,3,3
TXN_5476465,Cake,12,3,36
TXN_3629351,Cake,1,3,3
TXN_3142836,Cake,2,3,6
TXN_4998786,Cake,5,3,15
TXN_6836137,Cake,4,3,12
TXN_9564123,Cake,4,3,12
TXN_3946544,Cake,5,3,15
TXN_9470612,Cake,3,3,9
TXN_1556652,Cake,5,3,15
TXN_7896721,Cake,3,3,9
TXN_9658677,Cake,12,3,36
TXN_7585348,Cake,3,3,9
TXN_8249251,Cake,9,3,27
TXN_4912458,Cake,4,3,12
TXN_4478185,Cake,2,3,6
TXN_6208034,Cake,1,3,3
TXN_9152264,Cake,1,3,3
TXN_1901729,Cake,2,3,6
TXN_5661147,Cake,1,3,3
TXN_6696913,Cake,4,3,12
TXN_3760598,Cake,3,3,9
TXN_5007619,Cake,5,3,15
TXN_1794862,Cake,2,3,6
TXN_5590805,Cake,1,3,3
TXN_3519066,Cake,1,3,3
TXN_2743397,Cake,2,3,6
TXN_6077816,Cake,3,3,9
TXN_5136936,Cake,3,3,9
TXN_9218683,Cake,2,3,6
TXN_7880148,Cake,3,3,9
TXN_3688181,Cake,1,3,3
TXN_4187420,Cake,3,3,9
TXN_9553579,Cake,2,3,6
TXN_6187083,Cake,5,3,15
TXN_6113876,Cake,3,3,9
TXN_7894514,Cake,1,3,3
TXN_6450138,Cake,1,3,3
TXN_5474440,Cake,2,3,6
TXN_3516263,Cake,2,3,6
TXN_1591640,Cake,2,3,6
TXN_8780340,Cake,5,3,15
TXN_2906443,Cake,4,3,12
TXN_8465274,Cake,3,3,9
TXN_9138791,Cake,1,3,3
TXN_9582716,Cake,2,3,6
TXN_2413626,Cake,1,3,3
TXN_3392848,Cake,2,3,6
TXN_3412490,Cake,2,3,6
TXN_1852586,Cake,5,3,15
TXN_3432879,Cake,5,3,15
TXN_5198524,Cake,1,3,3
TXN_1996318,Cake,5,3,15
TXN_4802389,Cake,2,3,6
TXN_7516790,Cake,2,3,6
TXN_9063887,Cake,5,3,15
TXN_1248436,Cake,4,3,12
TXN_5239202,Cake,1,3,3
TXN_7552449,Cake,3,3,9
TXN_7644000,Cake,2,3,6
TXN_7517996,Cake,2,3,6
TXN_1655827,Cake,1,3,3
TXN_5429861,Cake,1,3,3
TXN_3413185,Cake,12,3,36
TXN_9104535,Cake,4,3,12
TXN_4507755,Cake,2,3,6
TXN_2036482,Cake,1,3,3
TXN_1386024,Cake,4,3,12
TXN_4547995,Cake,3,3,9
TXN_5508573,Cake,1,3,3
TXN_4868913,Cake,4,3,12
TXN_1667192,Cake,4,3,12
TXN_3243832,Cake,2,3,6
TXN_3818464,Cake,2,3,6
TXN_6124342,Cake,3,3,9
TXN_9695128,Cake,1,3,3
TXN_6304285,Cake,5,3,15
TXN_6145837,Cake,5,3,15
TXN_8793244,Cake,4,3,12
TXN_4002629,Cake,5,3,15
TXN_7125945,Cake,3,3,9
TXN_7527954,Cake,4,3,12
TXN_8360073,Cake,4,3,12
TXN_1446862,Cake,3,3,9
TXN_7551097,Cake,2,3,6
TXN_7411993,Cake,2,3,6
TXN_7264039,Cake,5,3,15
TXN_2127588,Cake,4,3,12
TXN_6792445,Cake,9,3,27
TXN_9287133,Cake,5,3,15
TXN_6223786,Cake,5,3,15
TXN_6568536,Cake,1,3,3
TXN_2195218,Cake,4,3,12
TXN_7362525,Cake,5,3,15
TXN_5427338,Cake,6,3,18
TXN_8631468,Cake,1,3,3
TXN_7825457,Cake,5,3,15
TXN_7844687,Cake,1,3,3
TXN_1388606,Cake,3,3,9
TXN_2336857,Cake,3,3,9
TXN_4427348,Cake,5,3,15
TXN_6108428,Cake,3,3,9
TXN_1602799,Cake,4,3,12
TXN_4258949,Cake,2,3,6
TXN_5540986,Cake,3,3,9
TXN_7198128,Cake,2,3,6
TXN_6899834,Cake,3,3,9
TXN_5268203,Cake,1,3,3
TXN_4203585,Cake,2,3,6
TXN_3712466,Cake,5,3,15
TXN_4369292,Cake,1,3,3
TXN_6787560,Cake,3,3,9
TXN_5977414,Cake,2,3,6
TXN_2916209,Cake,2,3,6
TXN_6411716,Cake,4,3,12
TXN_8441057,Cake,4,3,12
TXN_9288207,Cake,4,3,12
TXN_8076559,Cake,5,3,15
TXN_4310310,Cake,3,3,9
TXN_5301689,Cake,5,3,15
TXN_4988665,Cake,1,3,3
TXN_6206171,Cake,1,3,3
TXN_3727374,Cake,2,3,6
TXN_2089778,Cake,1,3,3
TXN_4896948,Cake,12,3,36
TXN_8398059,Cake,1,3,3
TXN_4812472,Cake,2,3,6
TXN_9991225,Cake,5,3,15
TXN_8361255,Cake,3,3,9
TXN_5102956,Cake,5,3,15
TXN_8750849,Cake,2,3,6
TXN_7810285,Cake,4,3,12
TXN_5322809,Cake,2,3,6
TXN_3103972,Cake,1,3,3
TXN_2766651,Cake,9,3,27
TXN_9370294,Cake,2,3,6
TXN_6928137,Cake,3,3,9
TXN_8118419,Cake,3,3,9
TXN_3089814,Cake,5,3,15
TXN_3330687,Cake,5,3,15
TXN_3116227,Cake,1,3,3
TXN_4889269,Cake,2,3,6
TXN_7752454,Cake,3,3,9
TXN_1757340,Cake,2,3,6
TXN_1681216,Cake,3,3,9
TXN_9390740,Cake,2,3,6
TXN_4928254,Cake,1,3,3
TXN_9117434,Cake,1,3,3
TXN_5537740,Cake,9,3,27
TXN_7531745,Cake,2,3,6
TXN_9277146,Cake,5,3,15
TXN_2865104,Cake,5,3,15
TXN_1931404,Cake,5,3,15
TXN_5680629,Cake,2,3,6
TXN_6667388,Cake,3,3,9
TXN_9425645,Cake,3,3,9
TXN_5882584,Cake,5,3,15
TXN_4291132,Cake,2,3,6
TXN_7056051,Cake,2,3,6
TXN_9169536,Cake,5,3,15
TXN_4486700,Cake,2,3,6
TXN_1225638,Cake,4,3,12
TXN_9948425,Cake,3,3,9
TXN_6066883,Cake,2,3,6
TXN_7818024,Cake,3,3,9
TXN_6987950,Cake,4,3,12
TXN_2023802,Cake,2,3,6
TXN_3648327,Cake,1,3,3
TXN_6668414,Cake,1,3,3
TXN_8715122,Cake,2,3,6
TXN_8789986,Cake,2,3,6
TXN_5491825,Cake,4,3,12
TXN_5330930,Cake,1,3,3
TXN_2878078,Cake,2,3,6
TXN_3800253,Cake,2,3,6
TXN_2091128,Cake,1,3,3
TXN_2560137,Cake,1,3,3
TXN_6441650,Cake,5,3,15
TXN_2340312,Cake,4,3,12
TXN_3450160,Cake,4,3,12
TXN_2930752,Cake,2,3,6
TXN_9749175,Cake,1,3,3
TXN_5328065,Cake,5,3,15
TXN_9202496,Cake,5,3,15
TXN_2914953,Cake,2,3,6
TXN_6068148,Cake,3,3,9
TXN_1216051,Cake,4,3,12
TXN_9469735,Cake,1,3,3
TXN_2544724,Cake,5,3,15
TXN_7585599,Cake,1,3,3
TXN_9639317,Cake,3,3,9
TXN_6309965,Cake,5,3,15
TXN_1938148,Cake,2,3,6
TXN_8140560,Cake,5,3,15
TXN_6360436,Cake,2,3,6
TXN_6568978,Cake,3,3,9
TXN_9657636,Cake,1,3,3
TXN_7080148,Cake,3,3,9
TXN_1533790,Cake,12,3,36
TXN_6437055,Cake,1,3,3
TXN_8822610,Cake,4,3,12
TXN_6697669,Cake,5,3,15
TXN_7753587,Cake,1,3,3
TXN_5685028,Cake,5,3,15
TXN_5161371,Cake,2,3,6
TXN_6228918,Cake,1,3,3
TXN_1132566,Cake,3,3,9
TXN_6885626,Cake,5,3,15
TXN_2680626,Cake,3,3,9
TXN_8668840,Cake,5,3,15
TXN_3067854,Cake,1,3,3
TXN_8167808,Cake,3,3,9
TXN_4995910,Cake,5,3,15
TXN_7573801,Cake,2,3,6
TXN_9188692,Cake,1,3,3
TXN_6303383,Cake,4,3,12
TXN_9506372,Cake,4,3,12
TXN_2537138,Cake,3,3,9
TXN_3923847,Cake,2,3,6
TXN_2151688,Cake,5,3,15
TXN_4243591,Cake,4,3,12
TXN_5589433,Cake,2,3,6
TXN_3033987,Cake,4,3,12
TXN_3290872,Cake,2,3,6
TXN_8800818,Cake,2,3,6
TXN_8295765,Cake,4,3,12
TXN_8608811,Cake,5,3,15
TXN_5475746,Cake,3,3,9
TXN_8199524,Cake,5,3,15
TXN_2250785,Cake,1,3,3
TXN_5767429,Cake,2,3,6
TXN_5910541,Cake,15,3,45
TXN_2555823,Cake,4,3,12
TXN_4223265,Cake,5,3,15
TXN_2122597,Cake,3,3,9
TXN_3267783,Cake,3,3,9
TXN_6841805,Cake,2,3,6
TXN_4811887,Cake,2,3,6
TXN_3720223,Cake,4,3,12
TXN_4506778,Cake,3,3,9
TXN_2804828,Cake,3,3,9
TXN_3869958,Cake,1,3,3
TXN_9684465,Cake,5,3,15
TXN_1542042,Cake,4,3,12
TXN_8961155,Cake,5,3,15
TXN_6404625,Cake,5,3,15
TXN_1610204,Cake,1,3,3
TXN_4503560,Cake,5,3,15
TXN_8041777,Cake,1,3,3
TXN_6539480,Cake,5,3,15
TXN_7169607,Cake,2,3,6
TXN_2666340,Cake,2,3,6
TXN_1605048,Cake,4,3,12
TXN_1660757,Cake,4,3,12
TXN_1469462,Cake,1,3,3
TXN_9703331,Cake,2,3,6
TXN_3851247,Cake,1,3,3
TXN_3923375,Cake,5,3,15
TXN_4708410,Cake,4,3,12
